plant_id,scientific_name,common_name,family,vernacular_names,medicinal_system,distribution_region,medicinal_use,parts_used,habit,nmpb_med_system_tag,nmpb_api_sanskrit_names,bsi_herbarium_uses_url,source_reference,plant_match_confidence,is_synthetic,source_bsi_s_no,source_nmpb_s_no
PLANT-0100,Alocasia macrorrhizos (L.) G.Don,Boro mankachu (Assam),ARACEAE,Boro mankachu (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003214&column=szBarcode,BSI,SOURCE_ONLY,False,81,
PLANT-0101,Aloe barbadensis Mill.; [ = A. vera (L.) Burm.f.],"Ghikanvar,; Kumari",LILIACEAE,"Ghikanvar,; Kumari; Kanyasara",Ayurveda,,,Leaf,Herb,AFSTUW,Kanyasara,,NMPB,SOURCE_ONLY,False,,59
PLANT-0102,Aloe vera (L.) Burm.f.,Ghee-kunvar,LILIACEAE,Ghee-kunvar,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003086&column=szBarcode,BSI,SOURCE_ONLY,False,82,
PLANT-0103,Aloysia triphylla (L'Herit) Britton,Aloysia triphylla (Eng.),VERBENACEAE,Aloysia triphylla (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013195&column=szBarcode,BSI,SOURCE_ONLY,False,83,
PLANT-0104,Alpinia calcarata (Haw.) Roscoe,"Chittaratha,; Aratha",ZINGIBERACEAE,"Chittaratha,; Aratha",Ayurveda,,,Root; (Rhizome),Herb,A,,,NMPB,SOURCE_ONLY,False,,60
PLANT-0105,Alpinia galanga (L.) Willd.,"Kulanjan, Barakulanjan",ZINGIBERACEAE,"Kulanjan, Barakulanjan; Kulinjan,; Rasnamool,; Koshtakulinjan; Kulanjan; Names",Ayurveda,,,Root; (Rhizome),Herb,AFSUTag **,Kulanjan; Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003138&column=szBarcode,BSI+NMPB,HIGH,False,84,61
PLANT-0106,Alpinia nigra (Gaertn.) B.L.Burtt,Gong (Local name),ZINGIBERACEAE,Gong (Local name),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003140&column=szBarcode,BSI,SOURCE_ONLY,False,85,
PLANT-0107,Alpinia officinarum Hance,Khulinjan,ZINGIBERACEAE,Khulinjan,Ayurveda,,,Root; (Rhizome),Herb,ASU,,,NMPB,SOURCE_ONLY,False,,62
PLANT-0108,Alstonia scholaris (L.) R.Br.,"Chatium, Chattiyan",APOCYNACEAE,"Chatium, Chattiyan; Saptaparnachal; (Satveen); Saptaparna",Ayurveda,,,Bark (Stem),Tree,AFHSTU,Saptaparna,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009268&column=szBarcode,BSI+NMPB,HIGH,False,86,63
PLANT-0109,Alstonia venenata R.Br.,Pazha Munnipala (Tam.),APOCYNACEAE,"Pazha Munnipala (Tam.); Anadana,; Raja - adana",Ayurveda,,,"Bark (Stem),; Fruit",Shrub,AF,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009270&column=szBarcode,BSI+NMPB,HIGH,False,87,64
PLANT-0110,Alternanthera sessilis (L.) R.Br. ex. DC.,"Gudari sag, Giojihra (Sans.)",AMARANTHACEAE,"Gudari sag, Giojihra (Sans.); Ponnanganni; Matsyaki",Ayurveda,,,Whole Plant,Herb,AFST,Matsyaki,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008914&column=szBarcode,BSI+NMPB,HIGH,False,88,65
PLANT-0111,Althaea officinalis L.,Marsh Mallow (Eng.),MALVACEAE,"Marsh Mallow (Eng.); Khatmi,; Resha-Khatami,; Shilaras; Khatmi",Ayurveda,,,Root,Herb,AFSU,Khatmi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003901&column=szBarcode,BSI+NMPB,HIGH,False,89,66
PLANT-0112,Althaea rosea (L.) Cav.,Holly-Hock (Eng.),MALVACEAE,Holly-Hock (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003900&column=szBarcode,BSI,SOURCE_ONLY,False,90,
PLANT-0113,Altingia excelsa Noronha,Silaras,HAMAMELIDACEAE,Silaras,Ayurveda,,,Resin,Tree,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013710&column=szBarcode,BSI+NMPB,HIGH,False,91,67
PLANT-0114,Alysicarpus longifolius (Rottler ex Spreng.) Wight & Arn.,Longleaf Alyce Clover (Eng.),FABACEAE,Longleaf Alyce Clover (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003666&column=szBarcode,BSI,SOURCE_ONLY,False,92,
PLANT-0115,Alysicarpus vaginalis (L.) DC.,"Chauli, Sauri",FABACEAE,"Chauli, Sauri",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003667&column=szBarcode,BSI,SOURCE_ONLY,False,93,
PLANT-0116,Amaranthus caudatus L.,Ram dana,AMARANTHACEAE,Ram dana,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008916&column=szBarcode,BSI,SOURCE_ONLY,False,97,
PLANT-0117,Amaranthus lividus L.,"Sada natya, Van natya",AMARANTHACEAE,"Sada natya, Van natya",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008840&column=szBarcode,BSI,SOURCE_ONLY,False,94,
PLANT-0118,Amaranthus paniculatus L.,"Chaulai,; Ramdana",AMARANTHACEAE,"Chaulai,; Ramdana",Ayurveda,,,Fruit (Seed),Herb,AS,,,NMPB,SOURCE_ONLY,False,,68
PLANT-0119,Amaranthus spinosus L.,Kataili chaulai,AMARANTHACEAE,"Kataili chaulai; Cholai,; Bhandira",Ayurveda,,,Root,Herb,AFST,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008915&column=szBarcode,BSI+NMPB,HIGH,False,98,69
PLANT-0120,Amaranthus tricolor L.,"Lal sag, Chaulai sag",AMARANTHACEAE,"Lal sag, Chaulai sag; Lal sag,; Alpamarisa; Ramasitalika",Ayurveda,,,Fruit (Seed),Herb,AS,Ramasitalika,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008838&column=szBarcode,BSI+NMPB,HIGH,False,95,70
PLANT-0121,Amaranthus viridis L.,Tanduliya (Sans.),AMARANTHACEAE,Tanduliya (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008841&column=szBarcode,BSI,SOURCE_ONLY,False,96,
PLANT-0122,Ambroma augusta (L.) L.f.,Ulatkambal,STERCULIACEAE,Ulatkambal,Ayurveda,,,Root (Tuber),Shrub,AFH,,,NMPB,SOURCE_ONLY,False,,71
PLANT-0123,Ammania auriculata Willd.,Jangli Mehndi,LYTHRACEAE,Jangli Mehndi,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013793&column=szBarcode,BSI,SOURCE_ONLY,False,99,
PLANT-0124,Ammania baccifera L.,Dadmari,LYTHRACEAE,Dadmari,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013791&column=szBarcode,BSI,SOURCE_ONLY,False,100,
PLANT-0125,Ammannia baccifera L.,Kurand ghas,LYTHRACEAE,Kurand ghas,Ayurveda,,,Whole Plant,Herb,AS,,,NMPB,SOURCE_ONLY,False,,72
PLANT-0126,Ammi majus L.,Ammi,APIACEAE,Ammi,,,,Fruit,Herb,FW,,,NMPB,SOURCE_ONLY,False,,73
PLANT-0127,Ammi visnaga (L.) Lam.,Toothpick plant (Eng.),APIACEAE,Toothpick plant (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013755&column=szBarcode,BSI,SOURCE_ONLY,False,101,
PLANT-0128,Amomum aromaticum Roxb.,Morang elaichi,ZINGIBERACEAE,"Morang elaichi; Bengal; cardamom,; Brhdela",Ayurveda,,,Fruit,Herb,A,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003152&column=szBarcode,BSI+NMPB,HIGH,False,102,74
PLANT-0129,Amomum kepulaga Sprague,Elachi,ZINGIBERACEAE,Elachi,,,,Fruit (Seed),Herb,F,,,NMPB,SOURCE_ONLY,False,,75
PLANT-0130,Amomum subulatum Roxb.,"Bari elachi, Baara aliach (Beng.)",ZINGIBERACEAE,"Bari elachi, Baara aliach (Beng.); Elachi Badi; Sthulaela; Names",Ayurveda,,,Fruit (Seed); Tag **,Herb,AFSTU,Sthulaela; Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003153&column=szBarcode,BSI+NMPB,HIGH,False,103,76
PLANT-0131,Amorphophallus dubius Blume,Surom (subs.) Herb,ARACEAE,Surom (subs.) Herb,,,,F,W,,,,NMPB,SOURCE_ONLY,False,,77
PLANT-0132,Amorphophallus paeoniifolius (Dennst.) Nicolson,"Suranakanda, Jamikanda",ARACEAE,"Suranakanda, Jamikanda; Arsghna, Herb; Surankand,; Zaminkand; Surana",,,,AFSU,C/W,,Surana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003223&column=szBarcode,BSI+NMPB,HIGH,False,104,78
PLANT-0133,Amorphophallus sylvaticus (Roxb.),Tubers Herb,ARACEAE,Tubers Herb,,,,AFS,W,,,,NMPB,SOURCE_ONLY,False,,79
PLANT-0134,Ampelocissus areneosa (Laws.) Planch.,Kauraj,VITACEAE,Kauraj,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003612&column=szBarcode,BSI,SOURCE_ONLY,False,105,
PLANT-0135,Ampelocissus arnottiana (Wight & Arn.) Planch.,Jangli-angur,VITACEAE,Jangli-angur,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003613&column=szBarcode,BSI,SOURCE_ONLY,False,106,
PLANT-0136,Ampelocissus latifolia (Roxb.) Planch.,Panibel,VITACEAE,Panibel,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003610&column=szBarcode,BSI,SOURCE_ONLY,False,107,
PLANT-0137,Ampelocissus tomentosa (Roth) Planch.,Atukulabadda (Tel.),VITACEAE,Atukulabadda (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003611&column=szBarcode,BSI,SOURCE_ONLY,False,108,
PLANT-0138,Anacardium occidentale L.,Kaju,ANACARDIACEAE,Kaju; Kaju Tree,,,,AFHS,C,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003570&column=szBarcode,BSI+NMPB,HIGH,False,109,80
PLANT-0139,Anacyclus pyrethrum (L.) Cass.,Akarkara Herb,ASTERACEAE,Akarkara Herb; Akarakarabha,,,,ASU,I,,Akarakarabha,,NMPB,SOURCE_ONLY,False,,81
PLANT-0140,Anagallis arvensis L.,Jonkmari,PRIMULACEAE,Jonkmari,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009231&column=szBarcode,BSI,SOURCE_ONLY,False,110,
PLANT-0141,Anamirta cocculus (L.) Wight & Arn.,Rakthala Climber,MENISPERMACEAE,Rakthala Climber,,,,AFHSUW,W,,,,NMPB,SOURCE_ONLY,False,,82
PLANT-0142,Anamitra cocculus Wight & Arn.,Kakamari (Sans.),MENISPERMACEAE,Kakamari (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013995&column=szBarcode,BSI,SOURCE_ONLY,False,111,
PLANT-0143,Ananas comosus (L.) Merr.,Kazudhachakka (Mal.),BROMELIACEAE,Kazudhachakka (Mal.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003133&column=szBarcode,BSI,SOURCE_ONLY,False,112,
PLANT-0144,Anaphalis neelgerryana DC.,Raktaskandana (Sans.),ASTERACEAE,Raktaskandana (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013623&column=szBarcode,BSI,SOURCE_ONLY,False,113,
PLANT-0145,Anchusa strigosa Labill.,Gaozaban Herb; (subs.),BORAGINACEAE,Gaozaban Herb; (subs.),,,,A,I,,,,NMPB,SOURCE_ONLY,False,,83
PLANT-0146,Andrographis echinoides (L.) Nees,Birkubat,ACANTHACEAE,Birkubat,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009045&column=szBarcode,BSI,SOURCE_ONLY,False,114,
PLANT-0147,Andrographis paniculata (Burm.) Wall. ex Nees,Kirayat,ACANTHACEAE,Kirayat; Kalmegh Herb,,,,AFHSUW,W/C,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009046&column=szBarcode,BSI+NMPB,HIGH,False,115,84
PLANT-0148,Andropogon sorghum (L.) Brot.,Kafir (Eng.),POACEAE,Kafir (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003169&column=szBarcode,BSI,SOURCE_ONLY,False,116,
PLANT-0149,Anemone narcissiflora L.,Narcissus anemone (Eng.),RANUNCULACEAE,Narcissus anemone (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009954&column=szBarcode,BSI,SOURCE_ONLY,False,117,
PLANT-0150,Anemone obtusiloba D. Don,Ageli (Jaunsar),RANUNCULACEAE,Ageli (Jaunsar),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009953&column=szBarcode,BSI,SOURCE_ONLY,False,118,
PLANT-0151,Anethum graveolens L.; [ = A.sowa Roxb. ex Flem.],Sowa Herb,APIACEAE,Sowa Herb; Satahva,,,,AF,C,,Satahva,,NMPB,SOURCE_ONLY,False,,85
PLANT-0152,Angelica archangelica L.,Garden Angelica (Eng.),APIACEAE,"Garden Angelica (Eng.); Conda, Angelica Herb; Canda",,,,AW,W,,Canda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013750&column=szBarcode,BSI+NMPB,HIGH,False,119,86
PLANT-0153,Angelica glauca Edgew.,"Chuara, Choru Herb",APIACEAE,"Chuara, Choru Herb; Corakah",,,,AT,W,,Corakah,,NMPB,SOURCE_ONLY,False,,87
PLANT-0154,Aniseia martinicensis (Jacq.) Choisy.,Potupala (Sinhalese),CONVOLVULACEAE,Potupala (Sinhalese),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009822&column=szBarcode,BSI,SOURCE_ONLY,False,120,
PLANT-0155,Anisochilus carnosus (Linn.f.) Wall.,Ajapada (Sans.),LAMIACEAE,Ajapada (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008901&column=szBarcode,BSI,SOURCE_ONLY,False,121,
PLANT-0156,Anisomeles indica (L.) Kuntze,Gobura,LAMIACEAE,Gobura,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008891&column=szBarcode,BSI,SOURCE_ONLY,False,122,
PLANT-0157,Anisomeles malabarica (L.) R.Br.,Chodhara (Mar.),LAMIACEAE,Chodhara (Mar.); Karimthumpa Shrub,,,,AFS,W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008890&column=szBarcode,BSI+NMPB,HIGH,False,123,88
PLANT-0158,Annona muricata L.,Mamphal (Mar.),ANNONACEAE,Mamphal (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009917&column=szBarcode,BSI,SOURCE_ONLY,False,124,
PLANT-0159,Annona reticulata L.,Nona (Beng.),ANNONACEAE,Nona (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009916&column=szBarcode,BSI,SOURCE_ONLY,False,125,
PLANT-0160,Annona squamosa L.,Sharifa,ANNONACEAE,Sharifa,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009918&column=szBarcode,BSI,SOURCE_ONLY,False,126,
PLANT-0161,Anodendron paniculatum A.DC.,Kavali (Mar.),APOCYNACEAE,"Kavali (Mar.); Sarakkodi, Climber; Kavali",,,,F,W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009278&column=szBarcode,BSI+NMPB,HIGH,False,127,89
PLANT-0162,Anogeissus latifolia (Roxb. ex. DC.) Wall. ex. Guill. &,"Dhawa, Dhaura",COMBRETACEAE,"Dhawa, Dhaura; Dhawada Tree",,,,AFSTU,W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013715&column=szBarcode,BSI+NMPB,HIGH,False,128,90
PLANT-0163,Anthemis cotula L.,Dog-fennel (Eng.),ASTERACEAE,Dog-fennel (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013624&column=szBarcode,BSI,SOURCE_ONLY,False,129,
PLANT-0164,Anthemis nobilis L.,Roman Chamomile (Eng.),ASTERACEAE,"Roman Chamomile (Eng.); Babuna, Herb; Gulbabuna; Names",,,,HSU,C/W,Tag **,Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013625&column=szBarcode,BSI+NMPB,HIGH,False,130,91
PLANT-0165,Anthocephalus cadamba (Roxb.)Miq.,Kadam,RUBIACEAE,Kadam; Kadamba,Ayurveda,,,"Bark (Stem),; Root",Tree,AS,Kadamba,,NMPB,SOURCE_ONLY,False,,92
PLANT-0166,Anthoxanthum odoratum L.,Sweet Vernal Grass (Eng.),POACEAE,Sweet Vernal Grass (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003909&column=szBarcode,BSI,SOURCE_ONLY,False,131,
PLANT-0167,Anthriscus cerefolium Hoffm.,French Parsley (Eng.),APIACEAE,French Parsley (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013985&column=szBarcode,BSI,SOURCE_ONLY,False,132,
PLANT-0168,Antiaris toxicaria (Pers.) Lesch.,Karwat (Mar.),MORACEAE,Karwat (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009771&column=szBarcode,BSI,SOURCE_ONLY,False,133,
PLANT-0169,Antidesma bunius Spreng.,Amati (Mar.),EUPHORBIACEAE,Amati (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008989&column=szBarcode,BSI,SOURCE_ONLY,False,134,
PLANT-0170,Apama siliquosa Lam.,Kuravankanda (Local name),ARISTOLOCHIACEAE,Kuravankanda (Local name),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008875&column=szBarcode,BSI,SOURCE_ONLY,False,135,
PLANT-0171,Aphanamixis polystachya (Wall.) R.Parker,Harin-harra,MELIACEAE,"Harin-harra; Rakta Rohida,; Rohitak",Ayurveda,,,Bark (Stem),Tree,AHS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009887&column=szBarcode,BSI+NMPB,HIGH,False,136,93
PLANT-0172,Aphananthe cuspidata (Blume) Planch.,Peenari,ULMACEAE,Peenari,,,,"Bark (Stem),; Gum",Tree,F,,,NMPB,SOURCE_ONLY,False,,94
PLANT-0173,Apium graveolens L.,"Shalari, Ajmud",APIACEAE,"Shalari, Ajmud; Ajmoda, Celery",Ayurveda,,,Fruit,Herb,AHSTU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013759&column=szBarcode,BSI+NMPB,HIGH,False,137,95
PLANT-0174,Aquilaria agallocha Roxb.,"Agar kala, Akil",THYMELAEACEAE,"Agar kala, Akil; Agaru",Ayurveda,,,"Bark (Stem),; Wood; (Heartwood)",Tree,AFSTU,Agaru,,NMPB,SOURCE_ONLY,False,,96
PLANT-0175,Aquilegia vulgaris L.,Common Columbine (Eng.),RANUNCULACEAE,Common Columbine (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009948&column=szBarcode,BSI,SOURCE_ONLY,False,138,
PLANT-0176,Arachis hypogaea L.,Mung-phali,FABACEAE,Mung-phali,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003685&column=szBarcode,BSI,SOURCE_ONLY,False,139,
PLANT-0177,Arachne cordifolia (Decne.) Hurus.,"Bharti, Bhartoi",EUPHORBIACEAE,"Bharti, Bhartoi",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008959&column=szBarcode,BSI,SOURCE_ONLY,False,140,
PLANT-0178,Arctium lappa L.,"Jangli Kuth, Burdock (Eng.)",ASTERACEAE,"Jangli Kuth, Burdock (Eng.); Phaggarmul",,,,Fruit,Herb,FH,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013628&column=szBarcode,BSI+NMPB,HIGH,False,141,97
PLANT-0179,Ardisia solanacea (Poir.) Roxb.,Dhan-priya,MYRSINACEAE,Dhan-priya,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009223&column=szBarcode,BSI,SOURCE_ONLY,False,142,
PLANT-0180,Areca catechu L.,"Supari, Chaali",ARECACEAE,"Supari, Chaali; Supari; Puga",Ayurveda,,,"Fruit, Root",Tree,AFHS-TUW,Puga,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003212&column=szBarcode,BSI+NMPB,HIGH,False,143,98
PLANT-0181,Areca triandra Roxb. ex Buch.-Ham.,wild areca palm (Eng.),ARECACEAE,wild areca palm (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003213&column=szBarcode,BSI,SOURCE_ONLY,False,144,
PLANT-0182,Arenga saccharifera Labill.,Sugar palm (Eng.),ARECACEAE,Sugar palm (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003211&column=szBarcode,BSI,SOURCE_ONLY,False,145,
PLANT-0183,Argemone mexicana L.,Bharbhand,PAPAVERACEAE,"Bharbhand; Brhami Dandi,; Kusme Beeja",Ayurveda,,,"Fruit (Seed),; Stem",Herb,AFHSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003773&column=szBarcode,BSI+NMPB,HIGH,False,146,99
PLANT-0184,Argyreia cuneata (Willd.) Ker.-Gawl,Mhalungi (Mar.),CONVOLVULACEAE,Mhalungi (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009690&column=szBarcode,BSI,SOURCE_ONLY,False,147,
PLANT-0185,Argyreia imbricata (Roth) Santapau & V.Patel,Errakuta (Tel.),CONVOLVULACEAE,Errakuta (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009695&column=szBarcode,BSI,SOURCE_ONLY,False,148,
PLANT-0186,Argyreia nervosa (Burm.f.) Boj.,"Samudrasokha, Ghavapatta",CONVOLVULACEAE,"Samudrasokha, Ghavapatta",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009693&column=szBarcode,BSI,SOURCE_ONLY,False,149,
PLANT-0187,Argyreia speciosa (L.f.) Sweet; [ = A. nervosa (Burm.f.) Bojer],"Samudraphal,; Samundra Sokh",CONVOLVULACEAE,"Samudraphal,; Samundra Sokh; Bastantri",Ayurveda,,,"Root, Fruit; (Seed),; Whole Plant",Shrub,ASTU,Bastantri,,NMPB,SOURCE_ONLY,False,,100
PLANT-0188,Arisaema leschenaultii Blume,Pambucholam (Malayalam),ARACEAE,Pambucholam (Malayalam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003226&column=szBarcode,BSI,SOURCE_ONLY,False,150,
PLANT-0189,Arisaema speciosum (Wall.) Mart.,"Samo-ki-khumb, Kiralu( Punjab)",ARACEAE,"Samo-ki-khumb, Kiralu( Punjab)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003225&column=szBarcode,BSI,SOURCE_ONLY,False,151,
PLANT-0190,Arisaema tortuosum (Wall.) Schott,"Bagh Jandhra, Lin Cheisu (Manipuri)",ARACEAE,"Bagh Jandhra, Lin Cheisu (Manipuri)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003227&column=szBarcode,BSI,SOURCE_ONLY,False,152,
PLANT-0191,Aristida depressa Retz.,sixweeks threeawn (Eng.),POACEAE,sixweeks threeawn (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003186&column=szBarcode,BSI,SOURCE_ONLY,False,153,
PLANT-0192,Aristolochia bracteolata Lam.,Kitamari,ARISTOLOCHIACEAE,Kitamari; Kidamari,Ayurveda,,,"Root, Fruit; (Seed), Whole; Plant",Herb,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008873&column=szBarcode,BSI+NMPB,HIGH,False,154,101
PLANT-0193,Aristolochia indica L.,Ishvari mul (Sans.),ARISTOLOCHIACEAE,Ishvari mul (Sans.); Ishwar mool; Isvari,Ayurveda,,,"Fruit, Root,; Stem",Climber,AFSTU,Isvari,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008869&column=szBarcode,BSI+NMPB,HIGH,False,155,102
PLANT-0194,Aristolochia rotunda L,Zarawand,ARISTOLOCHIACEAE,Zarawand,,,,Root,Climber,FU,,,NMPB,SOURCE_ONLY,False,,103
PLANT-0195,Aristolochia tagala Chem.,Nallayiswari (Tel.),ARISTOLOCHIACEAE,Nallayiswari (Tel.); Aadutheen-; dapalai,,,,Root,Climber,F,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008872&column=szBarcode,BSI+NMPB,HIGH,False,156,104
PLANT-0196,Arnebia benthamii (Wall.ex G. Don) Johnston,Kashmiri kahzaban (Kashmir),BORAGINACEAE,Kashmiri kahzaban (Kashmir); Gauzaban,Ayurveda,,,"Root,; Whole Plant",Herb,A,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009724&column=szBarcode,BSI+NMPB,HIGH,False,157,105
PLANT-0197,Arnebia euchroma (Royle) Johnston,"Laljiri (Garhwal), Aam (Ladh.)",BORAGINACEAE,"Laljiri (Garhwal), Aam (Ladh.); Gaozaban; Names",,,,Root,Herb,FTag **,Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013156&column=szBarcode,BSI+NMPB,HIGH,False,158,106
PLANT-0198,Arnebia nobilis Rech.f.,Ratan jyothi /; Ratan jot,BORAGINACEAE,Ratan jyothi /; Ratan jot,,,,Root,Herb,FU,,,NMPB,SOURCE_ONLY,False,,107
PLANT-0199,Arnica montana L.,Leopard's bane (Eng.),ASTERACEAE,Leopard's bane (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013629&column=szBarcode,BSI,SOURCE_ONLY,False,159,
PLANT-0200,Artabotrys hexapetalus (L.f.) Bhandari,Hara Champaka (Sans.),ANNONACEAE,"Hara Champaka (Sans.); Harichampa,; Madanmast",Ayurveda,,,Fruit,Shrub,AF,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000014000&column=szBarcode,BSI+NMPB,HIGH,False,160,108
PLANT-0201,Artabotrys suaveolens Blume,Koluvaravalli (Mal.),ANNONACEAE,Koluvaravalli (Mal.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009913&column=szBarcode,BSI,SOURCE_ONLY,False,161,
PLANT-0202,Artanema longifolium (L). Vatke,Kokilaksha (Sans.),SCROPHULARIACEAE,Kokilaksha (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009675&column=szBarcode,BSI,SOURCE_ONLY,False,162,
